jobTitle,companyName,location,salary,employmentType,seniority,tags_skills,postedAt,jobId,jobUrl,companyUrl,description,url
CNC Sústružník,"K-KONTROL, s.r.o.","Coburgova 82, Trnava","[""12"",""12"",""EUR"",""hod.""]","plný úväzok, živnosť",,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské bez maturity
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
Vzdelanie v odbore
Strojárstvo
Jazykové znalosti
Slovenský jazyk - Pokročilý (C1)
Prax na pozícii/v oblasti
CNC Sústružník
Počet rokov praxe
3",2025-09-26T00:00:00.000Z,5165091,https://www.profesia.sk/praca/k-kontrol/O5165091,https://www.profesia.sk/praca/k-kontrol-s-r-o/C117382,"Výroba dielov v kusovej a sériovej výrobe, podľa technickej dokumentácie.

Programovanie na stroji, prípadne cez EdgeCam / Fusion.

Nastavenie stroja ( technologický postup, výber nástrojov )

Meranie a kontrola vyrobených dielov.

Pozíciu obsadzujeme pre stroj HURCO TMM8i ( zaškolíme )

Skúsený kolegovia vám zo začiatku ochotne pomôžu...",https://www.profesia.sk/praca/k-kontrol/O5165091?search_id=f11831a1-1a9f-4aef-a00c-a21c9a0a44e7
Špecialista výroby,"Talent Solutions, s.r.o.",Kysucké Nové Mesto,"[""1100"",""1100"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
vysokoškolské I. stupňa
Pozícia je vhodná pre absolventa
Áno
Osobnostné predpoklady a zručnosti
- znalosť MS Office (Excel, Powerpoint),
- komunikačné zručnosti,
- zodpovedný prístup k práci,
- anglický jazyk na úrovni A2.",2025-09-26T00:00:00.000Z,5165089,https://www.profesia.sk/praca/talent-solutions/O5165089,https://www.profesia.sk/praca/talent-solutions-s-r-o/C139829,"Pre spoločnosť, ktorá sa špecializuje na komponenty, ktoré zohrávajú dôležitú úlohu v kvalite a bezpečnosti automobilových sedadiel hľadáme špecialistu výroby do závodu v Kysuckom novom Meste.

Náplň práce:
- spolupráca s výrobným oddelením na zabezpečení plynulého chodu výroby,
- dohľad nad výrobou a výrobnými linkami, aby bola práca kvalitná a efektívna,
- príprava denných a mesačných reportov o výkone a výsledkoch výroby pre manažéra,
- kontrola práce zamestnancov na linke, ich efektivity a zručností,
- objednávanie potrebného materiálu pre výrobu,
- sledovanie plnenia denného plánu a koordinácia činností vo výrobe,
- kontrola dodacích listov a zadávanie údajov do interného systému,
- komunikácia s dodávateľmi a plnenie ďalších úloh.",https://www.profesia.sk/praca/talent-solutions/O5165089?search_id=f11831a1-1a9f-4aef-a00c-a21c9a0a44e7
Advokátsky koncipient/ právny asistent,"Advokátska kancelária JUDr. ŠKERDA, s.r.o.","Radlinského ulica 1727/49, 026 01 Dolný Kubín","[""1300"",""1300"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
študent vysokej školy
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Vzdelanie v odbore
Právo
Jazykové znalosti
Anglický jazyk - Stredne pokročilý (B2)
Vodičský preukaz
B
Prax na pozícii/v oblasti
Pozícia je vhodná aj pre študenta 5. ročníka v odbore právo alebo absolventa magisterského štúdia
Pozícia je vhodná pre absolventa
Áno
Osobnostné predpoklady a zručnosti
flexibilnosť, lojálnosť, zodpovednosť, zvládanie stresu, zmysel pre tímovú prácu, komunikatívnosť, príjemné vystupovanie, ochota vzdelávať sa",2025-09-26T00:00:00.000Z,1795781,https://www.profesia.sk/praca/advokatska-kancelaria-judr-skerda/O1795781,https://www.profesia.sk/praca/advokatska-kancelaria-judr-skerda-s-r-o/C51819,"vypracovávanie právnych analýz a stanovísk ku realizovaným projektom,
pripomienkovanie a posudzovanie právnych dokumentov; príprava obchodných zmlúv a súdnych podaní,
zastupovanie klientov v civilných a trestných konaniach, vrátane zastupovania na súdoch,
príprava a organizovanie valných zhromaždení obchodných spoločností,
právna pomoc pre zahraničných klientov v oblasti obchodného práva.",https://www.profesia.sk/praca/advokatska-kancelaria-judr-skerda/O1795781?search_id=f11831a1-1a9f-4aef-a00c-a21c9a0a44e7
"Petržalka McDonald´s Budatínska Brigáda od 7,00€/hod.",Koho hľadáme?,"Panónska cesta 27, Petržalka","[""530"",""530"",""EUR"",""mesiac""]",Bratislava - Budatínska,,,2025-09-26T00:00:00.000Z,5165086,https://www.profesia.sk/praca/mcdonald-s/O5165086,https://www.profesia.sk/praca/mcdonald-s/C22848,"Koho hľadáme?

Hľadáme príjemných a tímových ľudí do nášho kolektívu. U nás nájde uplatnenie každý, kto má rád prácu s ľuďmi a rád sa učí nové veci.

Študenti strednej ,alebo vysokej školy dennej formy štúdia ,ktorí nedovŕšili 26 rokov.

Aké vlastnosti by si mal mať?
spoľahlivosť a časovú flexibilitu
zdvorilé a príjemné vystupovanie k zákazníkom i medzi sebou navzájom
zmysel pre tímovú prácu
odvahu – všetko potrebné vás naučíme
Za koľko budeš pracovať?
Základná nástupná zložka mzdy je 4,75€ /hod.
Príplatok za starostlivosť o uniformu 1,85€/hod /netto/
Príplatok za sobotu 2,345 €/hod.
Príplatok za nedeľu 4,690 €/hod.
Príplatok za sviatok 100% z minimálnej mzdy
Mzda zahŕňa príplatok za 2x odpracovaný víkend
Bonus - v závislosti na pracovnom výkone
Zvyšovanie mzdy pri menovaní do vyššej pozície
Aké výhody môžeš očakávať?
Flexibilný pracovný čas
Wagenow - okamžitý prístup k mzde za odpracovaný deň
Zľava na jedlo vo výške 55%
Benefit karta - zľavy vo všetkých reštauráciách McDonald´s na Slovensku
Odmena 130€ za odporučenie uchádzača do zamestnania
Možnosť kariérneho rastu v jednej z najúspešnejších spoločností na svete
Bezplatné poskytnutie uniformy
Motivačné akcie 1x kvartálne
Nápoje zadarmo
Ovocie, sušienky, čaje zadarmo v dennej miestnosti pre zamestnancov
Výplata nikdy nemešká
Ostatné výhody zamestnania u nás.
Bezproblémové parkovanie
Zastávka MHD priamo pri prevádzke
Multisport karta",https://www.profesia.sk/praca/mcdonald-s/O5165086?search_id=f11831a1-1a9f-4aef-a00c-a21c9a0a44e7
Všeobecný lékař na Moravě,"OPTIMA RECRUITMENT EUROPE, s.r.o.","Zlínský kraj, Česko","[""100000"",""150000"",""Kč"",""měsíc""]","plný úvazek, zkrácený úvazek, na dohodu (brigády), živnost",,"Požadavky na zaměstnance
Pozici vyhovují uchazeči se vzděláním
vysokoškolské II. stupně
Vzdělání v oboru
lékařství
Jazykové znalosti
Český jazyk - Pokročilý (C1) nebo Slovenský jazyk - Pokročilý (C1)
Praxe na pozici/v oblasti
interna, neurologie, praktický lékař
Pozice je vhodná pro absolventa
Ano",2025-09-26T00:00:00.000Z,5165087,https://www.profesia.sk/praca/optima-recruitment-europe/O5165087,https://www.profesia.sk/praca/optima-recruitment-europe-s-r-o/C18805,"Hledáme lékaře na pozici samostatný lékař-lékařka v naší ordinaci všeobecného lékařství pro dospělé v Otrokovicích nebo Brně nebo Prostějově. Máme možnost i poskytnout firemní byt.

Nabízíme samostatnou kreativní práci praktického lékaře pro atestované lékaře v oboru všeobecného lékařství, interny, tak i pro lékaře ve specializační přípravě před atestací, případně absolventy- jsme držitelé akreditace pro specializované vzdělávání v oboru všeobecného lékařství.

Práce je možná i jako přivýdělek na částečný úvazek např. při mateřské nebo v důchodu.",https://www.profesia.sk/praca/optima-recruitment-europe/O5165087?search_id=f11831a1-1a9f-4aef-a00c-a21c9a0a44e7
Junior Enterprise Package Software Developer,Target Everest s.r.o.,"Dunajská Streda, Slovensko (Pozícia umožňuje občasnú prácu z domu)","[""600"",""600"",""EUR"",""mesiac""]","plný úväzok, skrátený úväzok, na dohodu (brigády), živnosť",junior,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
študent vysokej školy
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Jazykové znalosti
Anglický jazyk - Pokročilý (C1)
Osobnostné predpoklady a zručnosti




Čo od teba očakávame

Vysoká škola (alebo študent)

Základné znalosti programovania – výhodou sú jazyky ako C, C++, C#, JavaScript

Chuť učiť sa a zlepšovať sa každý deň

Precíznosť a zodpovedný prístup k práci

Veľmi dobrá znalosť anglického jazyka

Vhodné aj pre študentov alebo čerstvých absolventov",2025-09-11T00:00:00.000Z,5156330,https://www.profesia.sk/praca/target-everest/O5156330,https://www.profesia.sk/praca/target-everest-s-r-o/C257267,"


O pozícii




Hľadáme Junior Package Software Developera, ktorý chce začať svoju kariéru vo svete medzinárodných softvérových riešení. Nemusíš mať dlhoročné skúsenosti – stačí nadšenie, chuť učiť sa a otvorená myseľ. Ponúkame ti možnosť pracovať s modernými platformami ako Salesforce CRM, QI alebo inými enterprise riešeniami, kde ťa všetko naučíme od základov.




Táto pozícia nie je iba o štarte kariéry – ponúka ti dlhodobý rozvoj a perspektívu. S podporou skúsených mentorov môžeš v priebehu najbližších 10 rokov vyrásť až do roly Architekta a pohybovať sa na skutočne medzinárodných softvérových vodách.




️ Day in the Life – čo ťa čaká každý deň?

Účasť na projektoch pre medzinárodných klientov

Postupné zaučenie do práce so systémami ako Salesforce alebo QI

Pomoc pri konfigurácii, úpravách a testovaní softvérových balíkov

Spolupráca s kolegami a konzultantmi na riešení zadaných úloh

Neustále učenie sa a zlepšovanie v oblasti IT a softvérového vývoja",https://www.profesia.sk/praca/target-everest/O5156330?search_id=f11831a1-1a9f-4aef-a00c-a21c9a0a44e7
Stavebný koordinátor a rozpočtár,RAJ BÝVANIA s.r.o.,"Bobuľová, Levice","["""","""",""href=\"""",""praca/raj-byvania-s-r-o/C146563\"">RAJ""]",živnosť,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Vzdelanie v odbore
obchod, stavebníctvo
Jazykové znalosti
Slovenský jazyk - Pokročilý (C1)
Ostatné znalosti
Microsoft Excel - Mierne pokročilý
Microsoft Word - Mierne pokročilý
Vodičský preukaz
B
Prax na pozícii/v oblasti
Stavebníctva
Počet rokov praxe
3
Osobnostné predpoklady a zručnosti

Flexibilný, rozvážny, trpezlivý, ústretový s chuťou učiť sa nové veci",2025-09-26T00:00:00.000Z,5164796,https://www.profesia.sk/praca/raj-byvania/O5164796,https://www.profesia.sk/praca/raj-byvania-s-r-o/C146563,"​•    Budeš plánovať a organizovať prácu pre partie montážnikov a vodiča zásobovača
​•    Nezľakneš sa možno na prvý pohľad nemožnej požiadavky, ale vezmeš to ako novú príležitosť niečo sa naučiť
​•    Hravo si poradiš so stavebnými materiálmi a pripravíš reálny rozpočet
•    Prevezmeš zodpovednosť za svoje rozhodnutia
•    Nebudeš sa báť vyhrnúť si rukávy a pomôcť jednoduchými stavebnými prácami
•    Komunikácia s našimi dodávateľmi, prípadne hľadanie nových dodávateľov a realizačných partií
",https://www.profesia.sk/praca/raj-byvania/O5164796?search_id=f11831a1-1a9f-4aef-a00c-a21c9a0a44e7
Predajca poľnohospodárskych strojou a náhradných dielov na ně,"OPTIMA RECRUITMENT EUROPE, s.r.o.",Slovensko (Práca vyžaduje cestovanie),"[""1200"",""2000"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské bez maturity
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
Vzdelanie v odbore
technické, nejlépe poľnohospodársky smer
Vodičský preukaz
B
Prax na pozícii/v oblasti
predajca obdobného tovaru
Počet rokov praxe
2
Osobnostné predpoklady a zručnosti

​schopnosť pracovať samostatne, dobré komunikačné schopnosti, zodpovednosť, dôslednosť​",2025-09-26T00:00:00.000Z,5165085,https://www.profesia.sk/praca/optima-recruitment-europe/O5165085,https://www.profesia.sk/praca/optima-recruitment-europe-s-r-o/C18805,"starostlivosť o existujúcich zákazníkov, vyhľadávanie nových zákazníkov, vyhľadávanie najlepších distribučných možností dodávky náhradných dielov nebo celých strojou k zákazníkom, navštevovanie zákazníkov v rámci celého Slovenska, účasť na domácich a zahraničných odborných školeniach
",https://www.profesia.sk/praca/optima-recruitment-europe/O5165085?search_id=f11831a1-1a9f-4aef-a00c-a21c9a0a44e7
Čašník/Čašníčka,"Cafe BS, s.r.o.","Andreja Kmeťa, Banská Štiavnica","[""6"",""6"",""EUR"",""hod.""]","plný úväzok, skrátený úväzok, na dohodu (brigády), živnosť",,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
základné vzdelanie
študent strednej školy
stredoškolské bez maturity
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
študent vysokej školy
Pozícia je vhodná pre absolventa
Áno
Osobnostné predpoklady a zručnosti
Schopnosť pracovať v kolektíve, precíznosť, flexibilita, chuť pracovať, prijemné vystupovanie",2025-09-26T00:00:00.000Z,5165084,https://www.profesia.sk/praca/cafe-bs/O5165084,https://www.profesia.sk/praca/cafe-bs-s-r-o/C252443,"Do našej kaviarne/baru v centre turistického mesta Banská Štiavnica, hľadáme mladého, pozitívne naladeného kolegu/kolegyňu so zmyslom pre čistotu a detail.
Ak dokážeš vítať a obsluhovať hostí s úsmevom, pripravovať nápoje s láskou, pracovať s kasou precízne a si tímový hráč, v tomto prípade hľadáme práve teba.",https://www.profesia.sk/praca/cafe-bs/O5165084?search_id=f11831a1-1a9f-4aef-a00c-a21c9a0a44e7
PRIDAJTE SA K NÁM AKO ELEKTROMECHANIK PRE BRATISLAVU S NÁBOROVÝM PRÍSPEVKOM 4000€,"Železničná spoločnosť Slovensko, a.s.",Bratislava,"[""1699"",""1699"",""EUR"",""hod.""]",plný úväzok,3 years,"úplné stredné vzdelanie s maturitou, alebo
stredné odborné vzdelanie strojárskeho alebo elektrotechnického zamerania (bez maturity) a minimálne 3 roky praxe v príbuznom odbore;
schopnosť čítať technickú dokumentáciu
manuálna zručnosť, samostatnosť, fyzická spôsobilosť, spoľahlivosť",2025-09-26T00:00:00.000Z,5165082,https://www.profesia.sk/praca/zeleznicna-spolocnost-slovensko/O5165082,https://www.profesia.sk/praca/zeleznicna-spolocnost-slovensko-a-s/C31687,"Hľadáme zručného elektromechanika pre prácu s elektrickými časťami koľajových vozidiel, vozňov a silnoprúdových technických zariadení. 
Pridajte sa k národnému dopravcovi!

Vašou úlohou bude údržba, obsluha, vyhľadávanie a odstraňovanie závad, vykonávanie prevádzkových ošetrení, periodických prehliadok, opráv a údržby, oživovanie a odskúšanie elektrických zariadení.",https://www.profesia.sk/praca/zeleznicna-spolocnost-slovensko/O5165082?search_id=f11831a1-1a9f-4aef-a00c-a21c9a0a44e7
Montážnik vo výrobnej hale,RAJ BÝVANIA s.r.o.,"Levice, Tabaková, Levice","["""","""",""href=\"""",""praca/raj-byvania-s-r-o/C146563\"">RAJ""]",živnosť,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské bez maturity
stredoškolské s maturitou
Jazykové znalosti
Slovenský jazyk - Pokročilý (C1)
Vodičský preukaz
B
Prax na pozícii/v oblasti
stavebníctva, stolárstva
Osobnostné predpoklady a zručnosti

technicky mysliaci, pohodový, tímovy, férovy, rozumný",2025-09-26T00:00:00.000Z,5164828,https://www.profesia.sk/praca/raj-byvania/O5164828,https://www.profesia.sk/praca/raj-byvania-s-r-o/C146563,"​Budeš skladať panely stien montovaných rodinných domov
Vyrobíš drevenú konštrukciu z drevených KVH hranolov, naplníš ju izoláciou, pripravíš  prechodky a otvory, opláštiš ju a uložíš na stojan z ktorého prichystaný dom naložíš na náves kamióna.
Udržovanie poriadku na pracovisku
",https://www.profesia.sk/praca/raj-byvania/O5164828?search_id=f11831a1-1a9f-4aef-a00c-a21c9a0a44e7
Vodič - zásobovač/montážnik,RAJ BÝVANIA s.r.o.,Levice,"[""8"",""20"",""EUR"",""hod.""]",živnosť,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské bez maturity
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
Jazykové znalosti
Slovenský jazyk - Stredne pokročilý (B2)
Vodičský preukaz
B
Prax na pozícii/v oblasti
stavebníctvo
Počet rokov praxe
5
Osobnostné predpoklady a zručnosti
Skúsenosti s prácou na stavbe
Šoférovanie dodávky
Skúsenosti s kosením krovinorezom
Technické zručnosti
Samostatnosť
Spoľahlivosť
Zodpovednosť
Precíznosť
Ochota vzdelávať sa
Typicky požadované vzdelanie: stredoškolské",2025-09-26T00:00:00.000Z,5164843,https://www.profesia.sk/praca/raj-byvania/O5164843,https://www.profesia.sk/praca/raj-byvania-s-r-o/C146563,"Vodič - zásobovač/montážnik:

Budete rozvážať materiál po stavbách a do skladu.
Vykonáte aj jednoduché stavebné práce.
Obsluhovať stroje.
Komunikovať s kolegami na stavbe a v sklade.
kosenie pozemkov krovinorezom, traktorom s mulčovačom 

Typický deň na pracovnej pozícii:

Ráno si pripravíte vozidlo a nakladáte materiál.
Potom sa vydáte na prvú stavbu, kde rozvezieme materiál a vykonáte nejaké stavebné práce.
Potom sa vrátite do skladu, kde vyložíte zvyšný materiál a nakladáte nový.
Takto pokračujete celý deň, pričom každá stavba môže byť iná.

Typická pracovná doba:

Pracovná doba sa začína zvyčajne okolo 7:00 a končí okolo 16:00.
Pracovný čas sa môže líšiť v závislosti od pracovného zaťaženia a počtu stavieb.",https://www.profesia.sk/praca/raj-byvania/O5164843?search_id=f11831a1-1a9f-4aef-a00c-a21c9a0a44e7
"Tvoj čas, tvoj rozvrh, tvoja brigáda v DANTEMe na inventúrach",DANTEM Slovensko s. r. o.,Slovensko (Práca vyžaduje cestovanie),"[""4,7"",""11,29"",""EUR"",""hod.""]",na dohodu (brigády),,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
základné vzdelanie
študent strednej školy
stredoškolské bez maturity
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
študent vysokej školy
vysokoškolské I. stupňa
vysokoškolské II. stupňa
vysokoškolské III. stupňa
Jazykové znalosti
Slovenský jazyk - Stredne pokročilý (B2)
Pozícia je vhodná pre absolventa
Áno
Osobnostné predpoklady a zručnosti
Presnosť a bezchybnosť práce
Zodpovedný prístup a dodržiavanie termínov
Minimálny vek 18 rokov
Potvrdenie o návšteve školy, potvrdenie o ukončení štúdia či vysokoškolský diplom (pre študentov)
SR občianstvo
Výhodou je potravinársky preukaz. Ak ho ešte nemáte, môžete ho doložiť neskôr a tak si rozšíriť pracovné možnosti.​",2025-09-11T00:00:00.000Z,5156327,https://www.profesia.sk/praca/dantem-slovensko/O5156327,https://www.profesia.sk/praca/dantem-slovensko-s-r-o/C110329,"V DANTEMe sa neustále rozrastáme, a preto do tímu stále hľadáme nových a šikovných ľudí! Práce máme viac než dosť - počas celého roka 2025.

Ak hľadáš dlhodobú brigádu, kde sa nudiť určite nebudeš, si na správnej adrese. Poď s nami zarábať, a zároveň nazbierať nové skúsenosti v príjemnom tíme! Škola nie je žiaden problém, pretože si smeny naplánuješ podľa svojich časových možností.

Tvojou úlohou bude prechádzať obchody alebo sklady a pomocou skenera zaznamenávať/skenovať počty kusov rôznych druhov tovaru, vrátane oblečenia, potravín, elektroniky a ďalších produktov.

Typická pracovná doba zahŕňa inventúry cez týždeň (pondelok - štvrtok) poobede/večerom, takže budeš mať dostatok času na letný program, prácu, záľuby, či inú brigádu. Niektoré inventúry sú aj denné. Ak budeš chodiť pravidelne, dostaneš sa aj na víkendové inventúry, kde zarobíš vďaka príplatkom viac. Presný rozpis budeš vedieť cca 2 týždne vopred a podľa neho sa prihlásiš na tie inventúry, ktoré ti časovo vyhovujú - takže plánovanie letných aktivít bude hračka.

Môžeš pracovať pre ktorúkoľvek z našich pobočiek z ktorých ťa na inventúru odvezieme a privezieme späť. Pobočky máme až v 22 mestách.",https://www.profesia.sk/praca/dantem-slovensko/O5156327?search_id=f11831a1-1a9f-4aef-a00c-a21c9a0a44e7
Si skúsený maklér? My ti dáme viac než len vyššiu províziu,Renami s.r.o.,"Ulica Svornosti, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","[""2500"",""6000"",""EUR"",""mesiac""]","na dohodu (brigády), živnosť",,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské s maturitou
študent vysokej školy
vysokoškolské I. stupňa
vysokoškolské II. stupňa
vysokoškolské III. stupňa
Vzdelanie v odbore
Realitný obchod, Predaj a akvizícia nehnuteľností, Klientský servis a poradenstvo, Investície a development, Online marketing a prezentácia nehnuteľností , Vyjednávanie a obchodná komunikácia
Jazykové znalosti
Slovenský jazyk - Expert (C2)
Vodičský preukaz
B
Prax na pozícii/v oblasti
3
Počet rokov praxe
3
Osobnostné predpoklady a zručnosti
Obchodné myslenie a proaktívny prístup
Zodpovednosť a samostatnosť v práci
Výborné komunikačné schopnosti
Zvládanie stresu a vyjednávanie
Práca s modernými nástrojmi (AI, CRM)
Príjemné a sebavedomé vystupovanie
Chuť rásť a zlepšovať sa neustále
Vysokoškolské vzdelanie v odbore
Skúsenosti s realitným predajom
Analytické a organizačné schopnosti
Schopnosť pracovať v tíme aj samostatne
Flexibilita a otvorenosť novým nápadom",2025-09-11T00:00:00.000Z,5156326,https://www.profesia.sk/praca/renami/O5156326,https://www.profesia.sk/praca/renami-s-r-o/C234018,"Každý deň sa stretávaš s klientmi, aby si im poradil a pomohol nájsť to najlepšie riešenie pre ich potreby.
Aktívne vyhľadávaš a prezentuješ nehnuteľnosti, pričom využívaš moderné marketingové nástroje a techniky.
Pracovná doba je flexibilná, takže si môžeš plánovať svoje stretnutia podľa vlastných preferencií.
Väčšinou pracuješ od pondelka do piatku, ale občas sa zapájaš do víkendových open house akcií.",https://www.profesia.sk/praca/renami/O5156326?search_id=f11831a1-1a9f-4aef-a00c-a21c9a0a44e7
RUŠŇOVODIČ S PRAXOU PRE CELÉ SLOVENSKO S NÁBOROVÝM PRÍSPEVKOM 4000€,"Železničná spoločnosť Slovensko, a.s.",Bratislavský kraj,"[""2380"",""2380"",""EUR"",""mesiac""]",plný úväzok,,"Odbornú spôsobilosť (prax a platné osvedčenia)
Zdravotnú spôsobilosť
Čistý register trestov
Zodpovednosť, samostatné a rýchle rozhodovanie",2025-09-26T00:00:00.000Z,5165080,https://www.profesia.sk/praca/zeleznicna-spolocnost-slovensko/O5165080,https://www.profesia.sk/praca/zeleznicna-spolocnost-slovensko-a-s/C31687,"Hľadáme Rušňovodiča s praxou a odbornou spôsobilosťou pre celé Slovensko. Pridajte sa k národnému dopravcovi!


Vašou nosnou úlohou bude samostatné riadenie a obsluha hnacieho koľajového vozidla a s tým súvisiace aktivity.",https://www.profesia.sk/praca/zeleznicna-spolocnost-slovensko/O5165080?search_id=f11831a1-1a9f-4aef-a00c-a21c9a0a44e7
Pripojte sa k nášmu tímu a staňte sa úspešným realitným maklérom s bohatými možnosťami rozvoja!,"RNDr. Ivan Sedilek, s. r. o.",Zvolen,"[""2000"",""2000"",""EUR"",""mesiac""]","plný úväzok, skrátený úväzok, živnosť",,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské bez maturity
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
študent vysokej školy
vysokoškolské I. stupňa
vysokoškolské II. stupňa
vysokoškolské III. stupňa
Jazykové znalosti
Slovenský jazyk - Pokročilý (C1)
Ostatné znalosti
Práca s počítačom - Základy
Vodičský preukaz
B
Pozícia je vhodná pre absolventa
Áno
Osobnostné predpoklady a zručnosti
Práca s ľuďmi, komunikácia, výhodou je zručnosť na sociálnych sieťach.",2025-09-11T00:00:00.000Z,5156323,https://www.profesia.sk/praca/rndr-ivan-sedilek/O5156323,https://www.profesia.sk/praca/rndr-ivan-sedilek-s-r-o/C256177,"Staň sa súčasťou  spoločnosti Broker Consulting a.s.  ako realitný maklér / asistent (ka) realitného predaja / finančný špecialista. Hľadáme mladých a ambicióznych ľudí, ktorí chcú prepojiť obchod s realitami a financiami a zvýšiť svoju efektivitu a úspešnosť u klienta.

Ako realitný maklér / asistent (ka) realitného predaja budeš mať nasledujúce úlohy:

Zabezpečovať realitné obchody a finančné služby pre klientov.
Prezentovať a predávať nehnuteľnosti klientom.
Poskytovať odborné poradenstvo v oblasti realít a financií.
Viesť komunikáciu s klientmi a obchodnými partnermi.
Realizovať predajné aktivity a zabezpečiť administratívu súvisiacu s obchodom.

Typický deň na pozícii realitného makléra / asistenta (ky) realitného predaja zahŕňa:

Komunikáciu s klientami a obchodnými partnermi.
Realizáciu obhliadok nehnuteľností.

Pracovná doba je flexibilná a závisí od potrieb klientov.

Bežná pracovná doba je od 9:00 do 17:00.
Pracovný čas môže byť aj v iných časových intervaloch podľa potrieb klientov.",https://www.profesia.sk/praca/rndr-ivan-sedilek/O5156323?search_id=393b7cc2-af30-4eef-8fa9-7c98a72e407a
Skladník / Manipulačný pracovník logistiky,Daejung Europe s.r.o.,Nová Dubnica,"[""5,37"",""6,79"",""EUR"",""hod.""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
základné vzdelanie
stredoškolské bez maturity
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
Ostatné znalosti
Práca s počítačom - Základy
Prax na pozícii/v oblasti
Predchádzajúce skúsenosti výhodou
Pozícia je vhodná pre absolventa
Áno
Osobnostné predpoklady a zručnosti

Zodpovednosť

Flexibilita

 Tímový hráč

 Spoľahlivosť

 Logické myslenie

 Skúsenosti na oddelení logistiky

 Skúsenosti na ťahači a ratraku výhodou

 Preukaz na obsluhu VZV",2025-09-26T00:00:00.000Z,5165078,https://www.profesia.sk/praca/daejung-europe/O5165078,https://www.profesia.sk/praca/daejung-europe-s-r-o/C227564,"


Zabezpečenie plynulosti prípravy špeciálnych expedičných kovových a kartónových obalov pre zákazníka Bosch

Pravidelné zásobovanie produkcie vozíkmi a ich odvoz do skladu

 Obsluha vysokozdvižného vozíka

 Spolupráca pri inventarizácii 

 Udržiavanie čistoty a poriadku na pracovisku

 Práca v systéme ESO9

 Plnenie pokynov nadriadeného pracovníka podľa organizačnej štruktúry
",https://www.profesia.sk/praca/daejung-europe/O5165078?search_id=393b7cc2-af30-4eef-8fa9-7c98a72e407a
Obchodný manažér -,"STABILITA, d.d.s., a.s.","Bratislavský kraj, Trenčiansky kraj, Trnavský kraj (Práca vyžaduje cestovanie)","[""1000"",""1000"",""EUR"",""mesiac""]",živnosť,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Ostatné znalosti
Microsoft Excel - Základy
Microsoft Outlook - Základy
Microsoft Word - Základy
Vodičský preukaz
B
Prax na pozícii/v oblasti
Prax v oblasti financií alebo obchodu je výhodou
Počet rokov praxe
3
Osobnostné predpoklady a zručnosti
• Orientácia na klienta a dosahovanie cieľov
• Pozitívne myslenie a obchodný duch
• Výborné prezentačné a komunikačné zručnosti
• Asertivita, kreatívnosť, spoľahlivosť, samostatnosť
• Organizačné schopnosti",2025-09-26T00:00:00.000Z,5165077,https://www.profesia.sk/praca/stabilita-d-d-s/O5165077,https://www.profesia.sk/praca/stabilita-d-d-s-a-s/C41885,"prevzatie existujúcej databázy klientov po predchádzajúcom obchodnom manažérovi
oslovovanie nových zamestnávateľov za účelom zazmluvnenia ich zamestnancov (databázy firiem poskytneme)
následná starostlivosť o zazmluvnené subjekty",https://www.profesia.sk/praca/stabilita-d-d-s/O5165077?search_id=393b7cc2-af30-4eef-8fa9-7c98a72e407a
